tweet,tokens,label
chaber book bragadayjah nimrod cushite first king earth see bragadayjah,"['chaber', 'book', 'bragadayjah', 'nimrod', 'cushite', 'first', 'king', 'earth', 'see', 'bragadayjah']",0
chaber book bragadayjah restriction eating certain insect bird,"['chaber', 'book', 'bragadayjah', 'restriction', 'eating', 'certain', 'insect', 'bird']",0
chad jordan bitch,"['chad', 'jordan', 'bitch']",0
chance trash,"['chance', 'trash']",0
chance make champion nicca aint nothing stopping,"['chance', 'make', 'champion', 'nicca', 'aint', 'nothing', 'stopping']",0
chance make champion nicca aint nothing stopping,"['chance', 'make', 'champion', 'nicca', 'aint', 'nothing', 'stopping']",0
change game u bitch,"['change', 'game', 'u', 'bitch']",0
charbroiled cod yellow rice sauted spinach artichoke heart made love,"['charbroiled', 'cod', 'yellow', 'rice', 'sauted', 'spinach', 'artichoke', 'heart', 'made', 'love']",0
charlene crave colored cock,"['charlene', 'crave', 'colored', 'cock']",0
charles tillmans eye yellow corn,"['charles', 'tillmans', 'eye', 'yellow', 'corn']",0
charles eatin trash as domino picyou know still poor time lol,"['charles', 'eatin', 'trash', 'as', 'domino', 'picyou', 'know', 'still', 'poor', 'time', 'lol']",0
charlie baker mass govthe lib newspaper lib state support r gov dog via,"['charlie', 'baker', 'mass', 'govthe', 'lib', 'newspaper', 'lib', 'state', 'support', 'r', 'gov', 'dog', 'via']",0
charlie baltimore look good,"['charlie', 'baltimore', 'look', 'good']",0
charlie clip v yung ill review,"['charlie', 'clip', 'v', 'yung', 'ill', 'review']",0
charlie crist r fl rumored demand recount sayfie,"['charlie', 'crist', 'r', 'fl', 'rumored', 'demand', 'recount', 'sayfie']",0
charlie crist losing florida job raise minimum wage worth conservative byte via,"['charlie', 'crist', 'losing', 'florida', 'job', 'raise', 'minimum', 'wage', 'worth', 'conservative', 'byte', 'via']",0
charlie crist rick scott scumbags however interesting crist yet run one one positive political ad,"['charlie', 'crist', 'rick', 'scott', 'scumbags', 'however', 'interesting', 'crist', 'yet', 'run', 'one', 'one', 'positive', 'political', 'ad']",0
charlie crist asked keep poll broward open pm claiming long line medium report say turnout light broward,"['charlie', 'crist', 'asked', 'keep', 'poll', 'broward', 'open', 'pm', 'claiming', 'long', 'line', 'medium', 'report', 'say', 'turnout', 'light', 'broward']",0
charlie crist win democratic primary florida governor race ap project via,"['charlie', 'crist', 'win', 'democratic', 'primary', 'florida', 'governor', 'race', 'ap', 'project', 'via']",0
charlie crist outlawed hated rediculed vilified shaking president hand country democracy,"['charlie', 'crist', 'outlawed', 'hated', 'rediculed', 'vilified', 'shaking', 'president', 'hand', 'country', 'democracy']",0
charlie daniel go satanic evil,"['charlie', 'daniel', 'go', 'satanic', 'evil']",0
charlie daniel couldve done better job mnf,"['charlie', 'daniel', 'couldve', 'done', 'better', 'job', 'mnf']",0
charlie furbush whydidigoogle,"['charlie', 'furbush', 'whydidigoogle']",0
charlie jacob got confused ice bucket challenge instead dumped bucket diamond head,"['charlie', 'jacob', 'got', 'confused', 'ice', 'bucket', 'challenge', 'instead', 'dumped', 'bucket', 'diamond', 'head']",0
charlie kimball nowhere go indycar mavtv,"['charlie', 'kimball', 'nowhere', 'go', 'indycar', 'mavtv']",0
charlie parr mountain top music fest,"['charlie', 'parr', 'mountain', 'top', 'music', 'fest']",0
charlie rangel republican believe slavery isnt truth revolt bam race card vote democrat,"['charlie', 'rangel', 'republican', 'believe', 'slavery', 'isnt', 'truth', 'revolt', 'bam', 'race', 'card', 'vote', 'democrat']",0
charlie sheen,"['charlie', 'sheen']",0
charlie sheen never disappoints,"['charlie', 'sheen', 'never', 'disappoints']",0
charlie sheen want return two half men,"['charlie', 'sheen', 'want', 'return', 'two', 'half', 'men']",0
charlie sheen video message president obama,"['charlie', 'sheen', 'video', 'message', 'president', 'obama']",0
charlie love dog,"['charlie', 'love', 'dog']",0
charlie ron constantly put heat entire career,"['charlie', 'ron', 'constantly', 'put', 'heat', 'entire', 'career']",0
charlie bit,"['charlie', 'bit']",0
charlie horse suck as ouch,"['charlie', 'horse', 'suck', 'as', 'ouch']",0
charlie ol hatin fool scandal,"['charlie', 'ol', 'hatin', 'fool', 'scandal']",0
charlie adorable,"['charlie', 'adorable']",0
charlie looking like he one made,"['charlie', 'looking', 'like', 'he', 'one', 'made']",0
charlie fukin around austin every week somebody getting kicked team,"['charlie', 'fukin', 'around', 'austin', 'every', 'week', 'somebody', 'getting', 'kicked', 'team']",0
charlie xcx bae,"['charlie', 'xcx', 'bae']",0
chase really got hoe every state crazy name truth,"['chase', 'really', 'got', 'hoe', 'every', 'state', 'crazy', 'name', 'truth']",0
chase pussy sin fall ya lap blessing,"['chase', 'pussy', 'sin', 'fall', 'ya', 'lap', 'blessing']",0
chasing hoe better get cash nigga,"['chasing', 'hoe', 'better', 'get', 'cash', 'nigga']",1
cheated way get hahaha bitch funny youre worried stop subtweeting dumb as,"['cheated', 'way', 'get', 'hahaha', 'bitch', 'funny', 'youre', 'worried', 'stop', 'subtweeting', 'dumb', 'as']",0
cheater cheater pumpkin eater whered find good white trash hoe trashy sloots,"['cheater', 'cheater', 'pumpkin', 'eater', 'whered', 'find', 'good', 'white', 'trash', 'hoe', 'trashy', 'sloots']",0
cheating isnt good woman hoe simply alternate nut nigga cheat good woman everyday b,"['cheating', 'isnt', 'good', 'woman', 'hoe', 'simply', 'alternate', 'nut', 'nigga', 'cheat', 'good', 'woman', 'everyday', 'b']",0
check hoe check,"['check', 'hoe', 'check']",0
check slutty fat girl friend instagram picssee dont five niggaz every pic thirsting fat girl pussy,"['check', 'slutty', 'fat', 'girl', 'friend', 'instagram', 'picssee', 'dont', 'five', 'niggaz', 'every', 'pic', 'thirsting', 'fat', 'girl', 'pussy']",0
cheeky thought rooster crow,"['cheeky', 'thought', 'rooster', 'crow']",0
cheer charlie,"['cheer', 'charlie']",0
cheer young lady foreverrrr younnnnng grab flask chug,"['cheer', 'young', 'lady', 'foreverrrr', 'younnnnng', 'grab', 'flask', 'chug']",0
cheese bitch chupacabra looking fuxk,"['cheese', 'bitch', 'chupacabra', 'looking', 'fuxk']",0
cheezits honey bbq lay oreo monstrous glass right im skinnyfat poster boy,"['cheezits', 'honey', 'bbq', 'lay', 'oreo', 'monstrous', 'glass', 'right', 'im', 'skinnyfat', 'poster', 'boy']",0
chicago hoe love pink lipstick,"['chicago', 'hoe', 'love', 'pink', 'lipstick']",0
chicago nigga tell bitch anything tryna dat mfa,"['chicago', 'nigga', 'tell', 'bitch', 'anything', 'tryna', 'dat', 'mfa']",0
chick fil wasnt anti gay first ammendment didnt get right bitch right,"['chick', 'fil', 'wasnt', 'anti', 'gay', 'first', 'ammendment', 'didnt', 'get', 'right', 'bitch', 'right']",0
chick got man edge nigga got hoe diploma damn,"['chick', 'got', 'man', 'edge', 'nigga', 'got', 'hoe', 'diploma', 'damn']",0
chick mad tweetin hoe like im talkin specific someone lol sorry lady shoe fit wear,"['chick', 'mad', 'tweetin', 'hoe', 'like', 'im', 'talkin', 'specific', 'someone', 'lol', 'sorry', 'lady', 'shoe', 'fit', 'wear']",0
chick love ugly hipster faggot prolly cause look like dad never life,"['chick', 'love', 'ugly', 'hipster', 'faggot', 'prolly', 'cause', 'look', 'like', 'dad', 'never', 'life']",1
chief fan one claim take wrong dogshit trash quarterback alex smith,"['chief', 'fan', 'one', 'claim', 'take', 'wrong', 'dogshit', 'trash', 'quarterback', 'alex', 'smith']",0
chill ever become president imma ban henny america day see negro panic gotcha bitch,"['chill', 'ever', 'become', 'president', 'imma', 'ban', 'henny', 'america', 'day', 'see', 'negro', 'panic', 'gotcha', 'bitch']",1
chill bitch aint love,"['chill', 'bitch', 'aint', 'love']",0
chill thirst bitch chick right next real hoe,"['chill', 'thirst', 'bitch', 'chick', 'right', 'next', 'real', 'hoe']",0
chill im coon sick fake bougie as coon lol,"['chill', 'im', 'coon', 'sick', 'fake', 'bougie', 'as', 'coon', 'lol']",0
chillin hood retarded as homegirl feel home,"['chillin', 'hood', 'retarded', 'as', 'homegirl', 'feel', 'home']",0
chillin wit bitch never hesitates tonight,"['chillin', 'wit', 'bitch', 'never', 'hesitates', 'tonight']",0
chillin main hoe becky,"['chillin', 'main', 'hoe', 'becky']",0
choate choke twinkie damn time bet lol cardinal,"['choate', 'choke', 'twinkie', 'damn', 'time', 'bet', 'lol', 'cardinal']",0
chocolate cake trash,"['chocolate', 'cake', 'trash']",0
chop top porsche thats headless horse extendo long extension cord bitch ball like jordan play full court,"['chop', 'top', 'porsche', 'thats', 'headless', 'horse', 'extendo', 'long', 'extension', 'cord', 'bitch', 'ball', 'like', 'jordan', 'play', 'full', 'court']",0
chris bosh bout disgrace trophy like real faggot smh,"['chris', 'bosh', 'bout', 'disgrace', 'trophy', 'like', 'real', 'faggot', 'smh']",1
chris brown get bitch bruh lmao,"['chris', 'brown', 'get', 'bitch', 'bruh', 'lmao']",0
chris paul trash lmfao,"['chris', 'paul', 'trash', 'lmfao']",0
chris faggot,"['chris', 'faggot']",0
chris bosh made danny green bitch last night,"['chris', 'bosh', 'made', 'danny', 'green', 'bitch', 'last', 'night']",0
chuck e cheese isnt kid chuck skinny bitch took away ball pit man wtf,"['chuck', 'e', 'cheese', 'isnt', 'kid', 'chuck', 'skinny', 'bitch', 'took', 'away', 'ball', 'pit', 'man', 'wtf']",0
ciara ghetto name well kinda ashanti,"['ciara', 'ghetto', 'name', 'well', 'kinda', 'ashanti']",0
cigarette break nd wtf mt eye glowing like charlie murphy madd real world lol,"['cigarette', 'break', 'nd', 'wtf', 'mt', 'eye', 'glowing', 'like', 'charlie', 'murphy', 'madd', 'real', 'world', 'lol']",0
citi field bitch,"['citi', 'field', 'bitch']",0
city highway skyscraper building light yellow blue,"['city', 'highway', 'skyscraper', 'building', 'light', 'yellow', 'blue']",0
claim bos lil broke bitch,"['claim', 'bos', 'lil', 'broke', 'bitch']",0
clan retard,"['clan', 'retard']",1
classy rich family kid drug tryina ghetto shitwhile actual ghetto poor kid looking education get outta,"['classy', 'rich', 'family', 'kid', 'drug', 'tryina', 'ghetto', 'shitwhile', 'actual', 'ghetto', 'poor', 'kid', 'looking', 'education', 'get', 'outta']",0
cleanup bitch got phone em,"['cleanup', 'bitch', 'got', 'phone', 'em']",0
clearly im afraid bird,"['clearly', 'im', 'afraid', 'bird']",0
cleveland best team manziel honestly oc use offense redskin brown nice wit def hc,"['cleveland', 'best', 'team', 'manziel', 'honestly', 'oc', 'use', 'offense', 'redskin', 'brown', 'nice', 'wit', 'def', 'hc']",0
close eye let world paint thousand picture one good girl worth thousand bitch,"['close', 'eye', 'let', 'world', 'paint', 'thousand', 'picture', 'one', 'good', 'girl', 'worth', 'thousand', 'bitch']",0
cloud stay stealing people phrase first take jens saying friend take mine saying nigg get nig dam,"['cloud', 'stay', 'stealing', 'people', 'phrase', 'first', 'take', 'jens', 'saying', 'friend', 'take', 'mine', 'saying', 'nigg', 'get', 'nig', 'dam']",0
clown as nigguh,"['clown', 'as', 'nigguh']",0
clowney bitch nigga get as team,"['clowney', 'bitch', 'nigga', 'get', 'as', 'team']",0
cmon need yellow wilson,"['cmon', 'need', 'yellow', 'wilson']",0
cnt trust wont spare bitch ogd,"['cnt', 'trust', 'wont', 'spare', 'bitch', 'ogd']",0
cock slappin bitch since,"['cock', 'slappin', 'bitch', 'since']",0
cocky bitch front teeth stick suckin thumb,"['cocky', 'bitch', 'front', 'teeth', 'stick', 'suckin', 'thumb']",0
cocoa puff time bitch,"['cocoa', 'puff', 'time', 'bitch']",0
code slience pussy hm nigga free nigga ceddy ridah quan dollah dre n nigga franc lukis n nigga j mo,"['code', 'slience', 'pussy', 'hm', 'nigga', 'free', 'nigga', 'ceddy', 'ridah', 'quan', 'dollah', 'dre', 'n', 'nigga', 'franc', 'lukis', 'n', 'nigga', 'j', 'mo']",0
coke white bitch,"['coke', 'white', 'bitch']",0
col sander part son bitch dragged extended watered im goddamn mad,"['col', 'sander', 'part', 'son', 'bitch', 'dragged', 'extended', 'watered', 'im', 'goddamn', 'mad']",0
comcast stop twat actually work thanks,"['comcast', 'stop', 'twat', 'actually', 'work', 'thanks']",0
come back hoe,"['come', 'back', 'hoe']",0
come brothas moc culture difference like bitch plz,"['come', 'brothas', 'moc', 'culture', 'difference', 'like', 'bitch', 'plz']",0
come get catfish pussy,"['come', 'get', 'catfish', 'pussy']",0
come lil bitch want sloppy toppy,"['come', 'lil', 'bitch', 'want', 'sloppy', 'toppy']",0
come home work bridesmaid twinkie bottle wine bestroommateever,"['come', 'home', 'work', 'bridesmaid', 'twinkie', 'bottle', 'wine', 'bestroommateever']",0
come tank break dem hoe back,"['come', 'tank', 'break', 'dem', 'hoe', 'back']",0
come man oreo need chill know good nah,"['come', 'man', 'oreo', 'need', 'chill', 'know', 'good', 'nah']",0
come nd get chicken nigger love dat chicken popeyes,"['come', 'nd', 'get', 'chicken', 'nigger', 'love', 'dat', 'chicken', 'popeyes']",1
come pussy go as come as go mouth,"['come', 'pussy', 'go', 'as', 'come', 'as', 'go', 'mouth']",0
come thru keyshia queen thots bitch,"['come', 'thru', 'keyshia', 'queen', 'thots', 'bitch']",0
comin fat bitch,"['comin', 'fat', 'bitch']",0
commentator bitch bird sliding port guy buddy buddy fault,"['commentator', 'bitch', 'bird', 'sliding', 'port', 'guy', 'buddy', 'buddy', 'fault']",0
completely topic idgaf pretty hoe tho,"['completely', 'topic', 'idgaf', 'pretty', 'hoe', 'tho']",0
conan obrien need get life millionmonkey food maybe,"['conan', 'obrien', 'need', 'get', 'life', 'millionmonkey', 'food', 'maybe']",0
confident one way pussy another strange,"['confident', 'one', 'way', 'pussy', 'another', 'strange']",0
confusing circumstance seem get way high ho virgo,"['confusing', 'circumstance', 'seem', 'get', 'way', 'high', 'ho', 'virgo']",0
congrats cunt make worse year old ugly bitch,"['congrats', 'cunt', 'make', 'worse', 'year', 'old', 'ugly', 'bitch']",0
congratulation like every stuck materialistic american bitch,"['congratulation', 'like', 'every', 'stuck', 'materialistic', 'american', 'bitch']",0
conoc tus ojos negro ahora si que puedo vivir sin ellos,"['conoc', 'tus', 'ojos', 'negro', 'ahora', 'si', 'que', 'puedo', 'vivir', 'sin', 'ellos']",0
control yo hoe,"['control', 'yo', 'hoe']",0
controlled aux cord whole two half hour drive home didnt repeat single song bet boyfriend couldnt bitch,"['controlled', 'aux', 'cord', 'whole', 'two', 'half', 'hour', 'drive', 'home', 'didnt', 'repeat', 'single', 'song', 'bet', 'boyfriend', 'couldnt', 'bitch']",0
cooking breakfast nude wifey status fuck actually cooked aint get grease burn nip,"['cooking', 'breakfast', 'nude', 'wifey', 'status', 'fuck', 'actually', 'cooked', 'aint', 'get', 'grease', 'burn', 'nip']",0
cool fun thing ponder myriad space trash traveling thousand mile per hour right,"['cool', 'fun', 'thing', 'ponder', 'myriad', 'space', 'trash', 'traveling', 'thousand', 'mile', 'per', 'hour', 'right']",0
coon hoe love putting spaghetti salad fucking platesmh,"['coon', 'hoe', 'love', 'putting', 'spaghetti', 'salad', 'fucking', 'platesmh']",0
coors light trash yuck dont even like beer,"['coors', 'light', 'trash', 'yuck', 'dont', 'even', 'like', 'beer']",0
corey trash,"['corey', 'trash']",0
correction sky yellow death upon u im scared,"['correction', 'sky', 'yellow', 'death', 'upon', 'u', 'im', 'scared']",0
correction better bring one classy bitch home momma aint going dealing random hoe house,"['correction', 'better', 'bring', 'one', 'classy', 'bitch', 'home', 'momma', 'aint', 'going', 'dealing', 'random', 'hoe', 'house']",0
cost aint buying pussy got many follower u vega dont miss opportunity,"['cost', 'aint', 'buying', 'pussy', 'got', 'many', 'follower', 'u', 'vega', 'dont', 'miss', 'opportunity']",0
coulda fckd yo bitch,"['coulda', 'fckd', 'yo', 'bitch']",0
couldnt care le bitch,"['couldnt', 'care', 'le', 'bitch']",0
couldnt pull nigga ya wettest dream hoe,"['couldnt', 'pull', 'nigga', 'ya', 'wettest', 'dream', 'hoe']",0
counting money bitch sleep,"['counting', 'money', 'bitch', 'sleep']",0
country bumpkin word day yokel,"['country', 'bumpkin', 'word', 'day', 'yokel']",0
country music rap music talk basic shit repetitively carstrucks bitcheswomen beerdrugs gun lol,"['country', 'music', 'rap', 'music', 'talk', 'basic', 'shit', 'repetitively', 'carstrucks', 'bitcheswomen', 'beerdrugs', 'gun', 'lol']",0
cousin looking bitch hope fuck,"['cousin', 'looking', 'bitch', 'hope', 'fuck']",0
cowboy best nfc time faggot got shit together,"['cowboy', 'best', 'nfc', 'time', 'faggot', 'got', 'shit', 'together']",0
crack cocaine steal bitch,"['crack', 'cocaine', 'steal', 'bitch']",0
craig fire shit hoe,"['craig', 'fire', 'shit', 'hoe']",0
crangrape good pussy,"['crangrape', 'good', 'pussy']",0
crank little hank sit hood drink im get redneck,"['crank', 'little', 'hank', 'sit', 'hood', 'drink', 'im', 'get', 'redneck']",0
craving brownie,"['craving', 'brownie']",0
crazy as acting mean ratchet ghetto crack,"['crazy', 'as', 'acting', 'mean', 'ratchet', 'ghetto', 'crack']",0
crazy bitch buckcherry,"['crazy', 'bitch', 'buckcherry']",0
creeping death still stuck head bitch,"['creeping', 'death', 'still', 'stuck', 'head', 'bitch']",0
creeping side bitch hope dont get caught cheating,"['creeping', 'side', 'bitch', 'hope', 'dont', 'get', 'caught', 'cheating']",0
crew neck as nigguh,"['crew', 'neck', 'as', 'nigguh']",1
crop top high waisted short way look like underage cunt lmfao,"['crop', 'top', 'high', 'waisted', 'short', 'way', 'look', 'like', 'underage', 'cunt', 'lmfao']",0
cruise recent comment make bigger douchebag charlie sheen didnt even tiger blood,"['cruise', 'recent', 'comment', 'make', 'bigger', 'douchebag', 'charlie', 'sheen', 'didnt', 'even', 'tiger', 'blood']",0
cruisin round street jockin bitch slappin hoe,"['cruisin', 'round', 'street', 'jockin', 'bitch', 'slappin', 'hoe']",0
cruising go kart walmart selling cupcake go ahead admit faggot shit tighter butt rape,"['cruising', 'go', 'kart', 'walmart', 'selling', 'cupcake', 'go', 'ahead', 'admit', 'faggot', 'shit', 'tighter', 'butt', 'rape']",0
cry g american dont like might call name call crybaby bitch bama,"['cry', 'g', 'american', 'dont', 'like', 'might', 'call', 'name', 'call', 'crybaby', 'bitch', 'bama']",0
crystal got hoe,"['crystal', 'got', 'hoe']",0
cuffin hoe man thats went bad prolly gettin laughed cuz everybody smashed,"['cuffin', 'hoe', 'man', 'thats', 'went', 'bad', 'prolly', 'gettin', 'laughed', 'cuz', 'everybody', 'smashed']",0
cuffing ring finger stay solo relationship letting hoe go,"['cuffing', 'ring', 'finger', 'stay', 'solo', 'relationship', 'letting', 'hoe', 'go']",0
cuh scrum fallsevens distonga niniwubbsme finna smash bitch rugby,"['cuh', 'scrum', 'fallsevens', 'distonga', 'niniwubbsme', 'finna', 'smash', 'bitch', 'rugby']",0
cunt cunt everywhere,"['cunt', 'cunt', 'everywhere']",0
curly girl bitch need get,"['curly', 'girl', 'bitch', 'need', 'get']",0
current emotionbroke as bitch,"['current', 'emotionbroke', 'as', 'bitch']",0
currently hit jig word,"['currently', 'hit', 'jig', 'word']",0
currently listening imperial march traditionally played preparing slash bitch,"['currently', 'listening', 'imperial', 'march', 'traditionally', 'played', 'preparing', 'slash', 'bitch']",0
currently sitting wishing bitch would,"['currently', 'sitting', 'wishing', 'bitch', 'would']",0
currently sup twat licker,"['currently', 'sup', 'twat', 'licker']",0
curse avi coke he fag hasnt put yet,"['curse', 'avi', 'coke', 'he', 'fag', 'hasnt', 'put', 'yet']",1
cu gt hoe,"['cu', 'gt', 'hoe']",0
cussed fat redneck last day yolo,"['cussed', 'fat', 'redneck', 'last', 'day', 'yolo']",1
customer service really need bitch get fxck business open new account leave alone,"['customer', 'service', 'really', 'need', 'bitch', 'get', 'fxck', 'business', 'open', 'new', 'account', 'leave', 'alone']",0
customer tryna act like dont understand theyre saying bitch dont understand im saying,"['customer', 'tryna', 'act', 'like', 'dont', 'understand', 'theyre', 'saying', 'bitch', 'dont', 'understand', 'im', 'saying']",0
cut des bitch like hibachi,"['cut', 'des', 'bitch', 'like', 'hibachi']",0
cut bitch,"['cut', 'bitch']",0
cut nigga aint yo friend cut bitch pretend,"['cut', 'nigga', 'aint', 'yo', 'friend', 'cut', 'bitch', 'pretend']",0
cut hoe right really need ion really know girl believe u,"['cut', 'hoe', 'right', 'really', 'need', 'ion', 'really', 'know', 'girl', 'believe', 'u']",0
cute japanese teen get tiight pussy fucked sucking cock,"['cute', 'japanese', 'teen', 'get', 'tiight', 'pussy', 'fucked', 'sucking', 'cock']",0
cute as niggah,"['cute', 'as', 'niggah']",1
cute buff guy walked opened mouth flipping retard,"['cute', 'buff', 'guy', 'walked', 'opened', 'mouth', 'flipping', 'retard']",0
cute dumb female trash,"['cute', 'dumb', 'female', 'trash']",0
cute teen get pussy flooded cum,"['cute', 'teen', 'get', 'pussy', 'flooded', 'cum']",0
cutler le skill qb retarded quadriplegic,"['cutler', 'le', 'skill', 'qb', 'retarded', 'quadriplegic']",0
cuz trash im bashing saying need go back jail,"['cuz', 'trash', 'im', 'bashing', 'saying', 'need', 'go', 'back', 'jail']",0
cuz im killin hoe,"['cuz', 'im', 'killin', 'hoe']",0
cuz pussy pussy man get need,"['cuz', 'pussy', 'pussy', 'man', 'get', 'need']",0
cuz dont wan na b saved saving hoe bad,"['cuz', 'dont', 'wan', 'na', 'b', 'saved', 'saving', 'hoe', 'bad']",0
cuz u hoe,"['cuz', 'u', 'hoe']",0
cuz hoe fair exchange yall sex dude buy bag pay rent whats,"['cuz', 'hoe', 'fair', 'exchange', 'yall', 'sex', 'dude', 'buy', 'bag', 'pay', 'rent', 'whats']",0
dcc bitch knocked grass,"['dcc', 'bitch', 'knocked', 'grass']",0
derek jeter clap clap clapclapclap yankee,"['derek', 'jeter', 'clap', 'clap', 'clapclapclap', 'yankee']",0
diversity chcgo blck pstr flooded w dth threat ovr endorsement gop candidate u sellout uncle tom as ngger,"['diversity', 'chcgo', 'blck', 'pstr', 'flooded', 'w', 'dth', 'threat', 'ovr', 'endorsement', 'gop', 'candidate', 'u', 'sellout', 'uncle', 'tom', 'as', 'ngger']",1
dmv nigguh dress funny hell,"['dmv', 'nigguh', 'dress', 'funny', 'hell']",0
youll still e fag ill pas heidi,"['youll', 'still', 'e', 'fag', 'ill', 'pas', 'heidi']",0
drug giant losing ask barrybonds hedge bet fund worldseriesgame faggot,"['drug', 'giant', 'losing', 'ask', 'barrybonds', 'hedge', 'bet', 'fund', 'worldseriesgame', 'faggot']",0
da bitch mouf smellin like da porta potty da mustang field,"['da', 'bitch', 'mouf', 'smellin', 'like', 'da', 'porta', 'potty', 'da', 'mustang', 'field']",0
da fuq ho,"['da', 'fuq', 'ho']",0
da house next door sold honky,"['da', 'house', 'next', 'door', 'sold', 'honky']",0
daaamn lmao right back old way look hoe as nigga covering wiz face hoe,"['daaamn', 'lmao', 'right', 'back', 'old', 'way', 'look', 'hoe', 'as', 'nigga', 'covering', 'wiz', 'face', 'hoe']",0
dab r u nigguh,"['dab', 'r', 'u', 'nigguh']",0
dad bought brownie shake lovehim,"['dad', 'bought', 'brownie', 'shake', 'lovehim']",0
dad brought home watermelon eegee dont like going trash,"['dad', 'brought', 'home', 'watermelon', 'eegee', 'dont', 'like', 'going', 'trash']",0
dad called border hopper,"['dad', 'called', 'border', 'hopper']",0
dad yelled bout fry chicken like nigger,"['dad', 'yelled', 'bout', 'fry', 'chicken', 'like', 'nigger']",1
dad eye red son smoked weed dad dad dont lie cry faggot,"['dad', 'eye', 'red', 'son', 'smoked', 'weed', 'dad', 'dad', 'dont', 'lie', 'cry', 'faggot']",0
daddy cracker bad bitch,"['daddy', 'cracker', 'bad', 'bitch']",0
dafuq floppy bird,"['dafuq', 'floppy', 'bird']",0
daiya nagore get pussy fucked suck cock pleasure,"['daiya', 'nagore', 'get', 'pussy', 'fucked', 'suck', 'cock', 'pleasure']",0
dallas hoe,"['dallas', 'hoe']",0
dam got ta hope niggah dont snitch,"['dam', 'got', 'ta', 'hope', 'niggah', 'dont', 'snitch']",0
dam niggah trippin ecstasy,"['dam', 'niggah', 'trippin', 'ecstasy']",0
damn kinda trash man many actually threesome honestly,"['damn', 'kinda', 'trash', 'man', 'many', 'actually', 'threesome', 'honestly']",0
damn nigger music waking whole school morning,"['damn', 'nigger', 'music', 'waking', 'whole', 'school', 'morning']",1
damn charlie wilson still around,"['damn', 'charlie', 'wilson', 'still', 'around']",0
damn hate bitch like argue shit,"['damn', 'hate', 'bitch', 'like', 'argue', 'shit']",0
damn hate bitch like argue shit,"['damn', 'hate', 'bitch', 'like', 'argue', 'shit']",0
damn think redskin lost,"['damn', 'think', 'redskin', 'lost']",0
damn use big fan ronda far shes big cunt tuf,"['damn', 'use', 'big', 'fan', 'ronda', 'far', 'shes', 'big', 'cunt', 'tuf']",0
damn im da mood eat sum pussy got fresh platter teamfluffnevabluff,"['damn', 'im', 'da', 'mood', 'eat', 'sum', 'pussy', 'got', 'fresh', 'platter', 'teamfluffnevabluff']",0
damn joe buck making sound like greinke trash played royal chill joe,"['damn', 'joe', 'buck', 'making', 'sound', 'like', 'greinke', 'trash', 'played', 'royal', 'chill', 'joe']",0
damn kaepernick trash man,"['damn', 'kaepernick', 'trash', 'man']",0
damn karlie redd hoe done seen man junk,"['damn', 'karlie', 'redd', 'hoe', 'done', 'seen', 'man', 'junk']",0
damn bird nearly gave heart attack said oh bitch oh,"['damn', 'bird', 'nearly', 'gave', 'heart', 'attack', 'said', 'oh', 'bitch', 'oh']",0
damn bitch got ta bootay,"['damn', 'bitch', 'got', 'ta', 'bootay']",0
damn bitch thnx,"['damn', 'bitch', 'thnx']",0
damn bitch nosey please dont touch phone please,"['damn', 'bitch', 'nosey', 'please', 'dont', 'touch', 'phone', 'please']",0
damn bro im hungry hoe rt aint got shit eat crib fuckkkk,"['damn', 'bro', 'im', 'hungry', 'hoe', 'rt', 'aint', 'got', 'shit', 'eat', 'crib', 'fuckkkk']",0
damn change change niccas,"['damn', 'change', 'change', 'niccas']",0
damn girl ill porch monkey,"['damn', 'girl', 'ill', 'porch', 'monkey']",0
damn hoe ugly even hello kitty said goodbye,"['damn', 'hoe', 'ugly', 'even', 'hello', 'kitty', 'said', 'goodbye']",1
damn internal alarm clock woke feeling chunky cheerio splurge guilt led treadmill gym nosleep,"['damn', 'internal', 'alarm', 'clock', 'woke', 'feeling', 'chunky', 'cheerio', 'splurge', 'guilt', 'led', 'treadmill', 'gym', 'nosleep']",0
damn cold fo colored man,"['damn', 'cold', 'fo', 'colored', 'man']",0
damn lol take picture last longer staring like weird as bitch,"['damn', 'lol', 'take', 'picture', 'last', 'longer', 'staring', 'like', 'weird', 'as', 'bitch']",0
damn redneck outside shooting gun keep waking kid sleep u tonight thanks work going great,"['damn', 'redneck', 'outside', 'shooting', 'gun', 'keep', 'waking', 'kid', 'sleep', 'u', 'tonight', 'thanks', 'work', 'going', 'great']",0
damn oreo would fucking clutch right,"['damn', 'oreo', 'would', 'fucking', 'clutch', 'right']",0
damn bitch dumb,"['damn', 'bitch', 'dumb']",0
damn bad thing side hoe cant get mad dont hit day,"['damn', 'bad', 'thing', 'side', 'hoe', 'cant', 'get', 'mad', 'dont', 'hit', 'day']",0
damn act like bron tore acl toughen bitch lol,"['damn', 'act', 'like', 'bron', 'tore', 'acl', 'toughen', 'bitch', 'lol']",0
damn bitch crazy,"['damn', 'bitch', 'crazy']",0
damn bitch nasty lol,"['damn', 'bitch', 'nasty', 'lol']",0
damn shiner rock bud light platinum ciroc,"['damn', 'shiner', 'rock', 'bud', 'light', 'platinum', 'ciroc']",0
damn knew whole time angry negro dude,"['damn', 'knew', 'whole', 'time', 'angry', 'negro', 'dude']",0
damn hoe,"['damn', 'hoe']",0
